use_ID,sel_ID,ite_ID,cat_ID,act_ID,time
753366,4058,1958136,1,0,20151125
2021274,4058,1958136,1,0,20150902
731178,4058,1958136,1,0,20151012
466466,4058,1958136,1,0,20151126
505107,4058,1958136,1,0,20151125
1101668,7553,1504605,1,0,20151016
1790436,7553,1504605,1,0,20151007
1684716,351,1256926,1,0,20150914
1891681,351,1256926,1,0,20150917
1891681,351,1256926,1,0,20150913
1891681,351,1256926,1,0,20150911
1891681,351,1256926,1,0,20150907
1928646,351,1256926,1,0,20151012
1928646,351,1256926,1,0,20151012
1558451,351,1256926,1,0,20150915
1496357,351,1256926,1,0,20150917
1496357,351,1256926,1,0,20150917
1900578,351,1256926,1,0,20150901
2019999,351,1256926,1,0,20151031
2012873,351,1256926,1,0,20150922
1921597,351,1256926,1,0,20151001
1574549,351,1256926,1,0,20150914
1574549,351,1256926,1,1,20150914
1877190,351,1256926,1,0,20150920
1574549,351,1256926,1,0,20150914
1284385,351,1256926,1,0,20150722
400276,351,1256926,1,0,20150920
287016,351,1256926,1,0,20150911
471026,351,1256926,1,0,20151026
471026,351,1256926,1,0,20151026
471026,351,1256926,1,1,20151026
1978207,351,1256926,1,1,20150825
1978207,351,1256926,1,0,20150825
1978207,351,1256926,1,0,20150825
621310,5414,1170769,1,0,20150926
1492829,5414,1170769,1,0,20150915
320925,5837,10871,1,0,20151022
917743,8187,812889,1,0,20150930
815220,8187,812889,1,0,20151028
815220,8187,812889,1,0,20151028
917743,8187,812889,1,0,20150909
596415,8187,812889,1,0,20151008
1284902,8187,812889,1,0,20151027
1284902,8187,812889,1,0,20151027
1336005,8187,812889,1,0,20151019
1303176,8187,812889,1,0,20151001
670789,8187,812889,1,0,20151026
670789,8187,812889,1,0,20151026
1573708,8187,812889,1,0,20150910
953061,8187,812889,1,1,20151027
1756009,8187,812889,1,0,20151025
167675,8187,812889,1,0,20151027
167675,8187,812889,1,0,20151027
167675,8187,812889,1,0,20151027
167675,8187,812889,1,0,20151027
65560,8187,812889,1,0,20151026
167675,8187,812889,1,0,20151027
552380,8187,812889,1,0,20150927
60036,8187,812889,1,0,20150930
950462,8187,812889,1,0,20150919
1894149,8187,812889,1,0,20151027
65560,8187,812889,1,0,20151026
1894149,8187,812889,1,0,20151027
65560,8187,812889,1,0,20151026
65560,8187,812889,1,0,20151026
1469794,8187,812889,1,0,20151025
1469794,8187,812889,1,0,20151025
932027,8187,812889,1,1,20151027
1619265,8187,812889,1,0,20150812
319336,8187,812889,1,0,20151027
319336,8187,812889,1,0,20151027
1970078,8187,812889,1,0,20150926
319336,8187,812889,1,0,20151027
319336,8187,812889,1,0,20151027
319336,8187,812889,1,0,20151027
2022679,8187,812889,1,0,20151013
1739804,8187,812889,1,0,20151028
773567,8187,812889,1,0,20151026
1372111,8187,812889,1,0,20151028
1372111,8187,812889,1,0,20151028
531250,8187,812889,1,0,20151028
491711,8187,812889,1,0,20150826
1088893,8187,812889,1,0,20151030
319336,8187,812889,1,0,20151027
270482,8187,812889,1,0,20151027
319336,8187,812889,1,0,20151027
270482,8187,812889,1,0,20151027
319336,8187,812889,1,0,20151027
139203,8187,812889,1,0,20151027
139203,8187,812889,1,0,20151027
319336,8187,812889,1,0,20151027
319336,8187,812889,1,0,20151027
319336,8187,812889,1,0,20151027
883257,8187,812889,1,0,20150922
1979801,8187,812889,1,0,20150824
903468,8187,812889,1,0,20150918
1635200,8187,812889,1,0,20151009
903468,8187,812889,1,0,20150918
1969530,8187,812889,1,0,20151027
1969530,8187,812889,1,0,20151027
818346,8187,812889,1,0,20151030
65560,8187,812889,1,0,20151026
122332,8187,812889,1,0,20151027
122332,8187,812889,1,0,20151028
1439780,8187,812889,1,0,20151027
301394,8187,812889,1,0,20151028
301394,8187,812889,1,0,20151009
301394,8187,812889,1,0,20151010
301394,8187,812889,1,0,20151009
301394,8187,812889,1,0,20151009
301394,8187,812889,1,0,20151009
301394,8187,812889,1,0,20151012
301394,8187,812889,1,0,20151028
301394,8187,812889,1,0,20151009
301394,8187,812889,1,0,20151028
301394,8187,812889,1,0,20151028
2040972,8187,812889,1,0,20150729
211438,8187,812889,1,0,20151027
253022,8187,812889,1,0,20150825
1313399,8187,812889,1,0,20151008
1736952,8187,812889,1,0,20151027
1960186,8187,812889,1,0,20151026
1284902,8187,812889,1,0,20151027
1960186,8187,812889,1,0,20151026
1097386,8187,812889,1,1,20151028
1097386,8187,812889,1,1,20151028
1960186,8187,812889,1,0,20151026
211438,8187,812889,1,0,20151027
1960186,8187,812889,1,0,20151026
1516187,8187,812889,1,0,20151028
1516187,8187,812889,1,0,20151028
1337858,8187,812889,1,0,20151028
325346,8187,812889,1,0,20151009
325346,8187,812889,1,0,20151009
1673444,8187,812889,1,0,20151008
1673444,8187,812889,1,0,20151008
304420,8187,812889,1,0,20151028
917743,8187,812889,1,0,20150911
917743,8187,812889,1,0,20150930
917743,8187,812889,1,0,20150930
1329789,8187,812889,1,0,20151027
917743,8187,812889,1,0,20150701
815220,8187,812889,1,0,20151028
815220,8187,812889,1,1,20151028
917743,8187,812889,1,0,20150909
815220,8187,812889,1,1,20151028
872311,3416,1244124,1,0,20150712
830681,3416,1244124,1,0,20150831
731881,3416,1244124,1,1,20151011
1018809,3416,1244124,1,0,20151025
731881,3416,1244124,1,0,20151011
1390474,3416,1244124,1,0,20150713
728579,3416,1244124,1,0,20151004
273677,3416,1244124,1,0,20150822
1873082,3416,1244124,1,0,20150915
1999475,3416,1244124,1,0,20150709
1512168,3416,1244124,1,0,20150901
1512168,3416,1244124,1,0,20150810
1512168,3416,1244124,1,0,20150901
731881,3416,1244124,1,0,20151011
1281603,5414,1071647,1,0,20151129
1791582,2154,1019691,1,1,20150709
1480233,5339,2285130,1,0,20150923
5571,5339,2285130,1,1,20150929
1187214,5339,2285130,1,1,20151022
884255,5339,2285130,1,0,20150817
1716017,5339,2285130,1,0,20150922
953276,5339,2285130,1,0,20150724
1231254,5339,2285130,1,1,20150908
64813,5339,2285130,1,0,20150909
1594054,5339,2285130,1,0,20150815
663814,5339,2285130,1,0,20150813
940567,5339,2285130,1,0,20151001
1632594,5339,2285130,1,1,20150924
1632594,5339,2285130,1,1,20150816
866126,5339,2285130,1,0,20150711
220183,5339,2285130,1,0,20150812
496408,5339,2285130,1,0,20151009
16530,5339,2285130,1,0,20150916
1839015,5339,2285130,1,0,20151021
376293,5339,2285130,1,0,20150928
770880,5339,2285130,1,0,20151016
1991909,5339,2285130,1,0,20150922
2008584,5339,2285130,1,0,20150924
575323,5339,2285130,1,0,20151022
350350,5339,2285130,1,1,20150928
1493715,5339,2285130,1,1,20150802
1398742,8168,1875463,1,0,20150907
678394,8168,1875463,1,0,20150809
678394,8168,1875463,1,1,20150810
678394,8168,1875463,1,0,20150810
678394,8168,1875463,1,1,20150810
678394,8168,1875463,1,0,20150722
678394,8168,1875463,1,1,20150810
1927417,8168,1875463,1,0,20151015
645302,8168,1875463,1,0,20150702
1398742,8168,1875463,1,0,20150907
678394,8168,1875463,1,1,20150722
678394,8168,1875463,1,0,20150809
334605,2316,1475926,1,0,20151014
1691492,4058,1960687,1,0,20150821
1768847,4058,1960687,1,0,20150822
104015,4058,1960687,1,0,20150923
1204004,4058,1960687,1,1,20150902
1962475,4058,1960687,1,0,20150917
1768847,4058,1960687,1,0,20150822
1768847,4058,1960687,1,0,20150822
1769565,4058,1960687,1,0,20151001
501080,4058,1960687,1,0,20150914
1330223,9268,742359,1,0,20150724
287473,9268,742359,1,0,20150903
1964257,3247,1932007,1,0,20150915
1964257,3247,1932007,1,0,20150915
741252,7098,363970,1,0,20150726
674355,4626,1586041,1,0,20151016
972101,4626,1586041,1,0,20151007
565631,4626,1586041,1,0,20150901
852724,4626,1586041,1,0,20151027
1899664,4626,1586041,1,1,20150718
1683056,4626,1586041,1,0,20151012
629271,4626,1586041,1,0,20150704
507533,4626,1586041,1,0,20151016
510343,4626,1586041,1,0,20150821
1938074,4626,1586041,1,0,20150822
1436834,4626,1586041,1,0,20151031
1851562,4626,1586041,1,0,20151016
1851562,4626,1586041,1,0,20151015
1851562,4626,1586041,1,0,20151015
531900,4626,1586041,1,0,20150820
801699,4626,1586041,1,0,20150923
1706942,4626,1586041,1,0,20151009
1336897,4099,1896429,1,0,20150908
5218,4099,1896429,1,0,20151008
172137,4099,1896429,1,0,20150816
346635,4099,1896429,1,0,20150717
251026,9410,1887193,1,0,20150710
979448,441,225119,1,0,20150918
1362465,441,1973958,1,1,20151023
1362465,441,1973958,1,0,20151017
1362465,441,1973958,1,0,20151017
2041485,441,1973958,1,0,20150804
856158,6740,1017649,1,0,20150823
856158,6740,1017649,1,0,20150823
789125,6740,1017649,1,0,20150825
1141005,7410,1474173,1,0,20150901
251535,7410,1474173,1,1,20150925
580342,7410,1474173,1,0,20150929
402760,7410,1474173,1,0,20150901
56941,7064,665131,1,0,20150909
1883964,6674,670159,1,0,20150810
7532,6674,670159,1,0,20151009
406414,6674,670159,1,0,20150809
961485,6674,670159,1,0,20150810
961485,6674,670159,1,0,20150802
1941106,6674,670159,1,0,20151025
380199,6674,670159,1,0,20150918
406414,6674,670159,1,0,20151028
736078,6674,670159,1,0,20151009
298585,6674,670159,1,0,20151030
961485,6674,670159,1,0,20150810
935668,6674,670159,1,0,20150826
909397,6674,670159,1,0,20150914
961485,6674,670159,1,0,20150727
961485,6674,670159,1,0,20150727
1517049,6674,670159,1,0,20151029
2031084,6674,670159,1,0,20150909
2031084,6674,670159,1,1,20150909
2031084,6674,670159,1,0,20150909
463226,6674,670159,1,0,20151128
187442,6674,670159,1,0,20150702
1075215,6674,670159,1,0,20151130
1075215,6674,670159,1,0,20151130
1483662,6674,670159,1,1,20150806
406414,6674,670159,1,0,20150809
703043,6674,670159,1,0,20150702
191106,6674,670159,1,0,20151022
366038,6674,670159,1,0,20151019
1202328,6674,670159,1,0,20150802
78533,6674,670159,1,0,20150826
862895,6674,670159,1,0,20150808
761506,6674,670159,1,0,20150825
1079913,6674,670159,1,0,20151010
1726427,6674,670159,1,0,20151010
1419655,6674,670159,1,1,20151028
700998,6674,670159,1,0,20150830
687870,6674,670159,1,1,20151129
1667016,6674,670159,1,0,20151016
1626701,6674,670159,1,0,20151008
634311,6674,670159,1,0,20150807
1332947,6674,670159,1,0,20150811
1382942,6674,670159,1,0,20151008
1540652,6674,670159,1,1,20151024
1540652,6674,670159,1,1,20151008
1294757,6674,670159,1,0,20150730
145485,6674,670159,1,0,20151010
1219343,6674,670159,1,0,20151012
915880,6674,670159,1,0,20151030
1123854,6674,670159,1,0,20151029
1135887,6674,670159,1,0,20151027
1123854,6674,670159,1,0,20151029
203737,6674,670159,1,1,20151003
1001749,6674,670159,1,0,20151010
1559229,6674,670159,1,0,20150920
1559229,6674,670159,1,0,20150920
815059,6674,670159,1,0,20150921
97785,6674,670159,1,0,20150817
97785,6674,670159,1,0,20150814
1947965,6674,670159,1,0,20150917
1540652,6674,670159,1,1,20151012
976620,6674,670159,1,0,20150929
169863,6674,670159,1,0,20150926
549047,6674,670159,1,0,20150915
411609,6674,670159,1,0,20150820
1344871,6674,670159,1,0,20150803
1390581,6674,670159,1,0,20151029
178633,6674,670159,1,0,20151126
1610812,6674,670159,1,0,20151027
169381,6674,670159,1,0,20151016
1820622,6674,670159,1,0,20150812
601892,6674,670159,1,0,20150820
1873082,6674,670159,1,0,20151027
1831660,6674,670159,1,0,20151014
557366,6674,670159,1,0,20151027
1756509,6674,670159,1,0,20150902
1756509,6674,670159,1,0,20150817
646722,6674,670159,1,0,20151023
429910,6674,670159,1,0,20151009
951277,6674,670159,1,0,20151014
168425,6674,670159,1,0,20150919
1756509,6674,670159,1,0,20150817
693531,6674,670159,1,1,20151002
364589,6674,670159,1,1,20151019
529227,6674,670159,1,0,20151009
1128438,6674,670159,1,0,20150824
1279338,6674,670159,1,0,20150730
493451,6674,670159,1,0,20150923
499092,6674,670159,1,0,20151017
745396,6674,670159,1,0,20151015
745396,6674,670159,1,0,20151015
46309,6674,670159,1,0,20150922
1618964,6674,670159,1,0,20150831
456372,6674,670159,1,0,20150709
502545,6674,670159,1,0,20150805
745396,6674,670159,1,0,20151015
520505,6674,670159,1,0,20151003
1576893,6674,670159,1,0,20151129
1863908,6674,670159,1,0,20151026
1863908,6674,670159,1,0,20150930
43428,6674,670159,1,0,20150929
520505,6674,670159,1,0,20151003
1876436,6674,670159,1,0,20151019
1863908,6674,670159,1,0,20151026
750153,6674,670159,1,0,20151018
1752829,6674,670159,1,0,20150808
750153,6674,670159,1,0,20151020
1232803,6674,670159,1,0,20151029
1257792,6674,670159,1,0,20150805
1480220,6674,670159,1,0,20150805
1710898,6674,670159,1,0,20150907
1893782,6674,670159,1,0,20150817
573022,6674,670159,1,0,20151127
991115,6674,670159,1,0,20150831
246997,6674,670159,1,0,20150706
246997,6674,670159,1,0,20150708
246997,6674,670159,1,0,20150706
773965,6674,670159,1,0,20150701
878079,6674,670159,1,0,20150813
1629572,6674,670159,1,0,20150709
982274,6674,670159,1,0,20151012
1308895,6674,670159,1,0,20150814
1904241,6674,670159,1,1,20151028
520505,6674,670159,1,0,20151003
659904,6674,670159,1,0,20150930
1439324,6674,670159,1,1,20151004
2000146,6674,670159,1,0,20150801
1095837,6674,670159,1,0,20150704
1505541,6674,670159,1,1,20150906
1095837,6674,670159,1,0,20150704
1159646,6674,670159,1,0,20150908
1549704,6674,670159,1,0,20150911
1159646,6674,670159,1,0,20150924
1159646,6674,670159,1,0,20150908
1175704,6674,670159,1,0,20151008
445163,6674,670159,1,0,20150922
736729,6674,670159,1,0,20151020
1979325,6674,670159,1,0,20150908
1869840,6674,670159,1,0,20151021
1907546,6674,670159,1,0,20151006
766570,6674,670159,1,0,20150726
428422,6674,670159,1,1,20151013
1159646,6674,670159,1,0,20150724
1943566,6674,670159,1,0,20150809
275315,6674,670159,1,0,20150909
1021120,6674,670159,1,0,20151028
447432,6674,670159,1,1,20150911
249846,6674,670159,1,0,20151012
1320797,6674,670159,1,0,20151021
1621839,6674,670159,1,0,20150717
205462,6674,670159,1,0,20150914
1506446,6674,670159,1,0,20150911
1714422,6674,670159,1,0,20151015
1323938,6674,670159,1,0,20151007
593142,6674,670159,1,0,20150824
1158041,6674,670159,1,0,20151123
1228881,6674,670159,1,0,20150822
721258,6674,670159,1,0,20150723
637847,6674,670159,1,0,20150805
205462,6674,670159,1,1,20150915
1837480,6674,670159,1,1,20150901
1837480,6674,670159,1,1,20150912
844473,6674,670159,1,0,20151029
1128698,6674,670159,1,0,20151012
410891,6674,670159,1,0,20150926
79435,6674,670159,1,0,20150705
519381,6674,670159,1,0,20150826
597287,6674,670159,1,1,20150721
1229970,6674,670159,1,0,20150924
1840225,6674,670159,1,0,20150921
21383,6674,670159,1,0,20150806
294355,6674,670159,1,0,20150712
1431418,6674,670159,1,0,20151019
1206416,6674,670159,1,0,20150724
736840,6674,670159,1,0,20151013
736840,6674,670159,1,0,20151013
1209638,6674,670159,1,0,20150910
818891,6674,670159,1,0,20151019
818891,6674,670159,1,0,20151019
870995,6674,670159,1,0,20150918
588145,6674,670159,1,0,20151021
1209638,6674,670159,1,0,20150910
1858505,6674,670159,1,0,20151009
805534,6674,670159,1,0,20150927
1693218,6674,670159,1,0,20151123
302307,6674,670159,1,0,20151012
1941672,6674,670159,1,0,20150731
1941672,6674,670159,1,0,20150731
1937032,6674,670159,1,0,20150916
454287,6674,670159,1,1,20150714
915897,1968,754334,1,0,20151027
899153,1968,754334,1,0,20151012
1854753,1968,754334,1,1,20150913
2000306,1968,754334,1,0,20150927
1700032,1968,754334,1,0,20150908
1914456,1968,754334,1,0,20150925
1909875,1968,754334,1,0,20150926
798383,1968,754334,1,0,20150928
1396038,1968,754334,1,0,20150827
106529,1968,754334,1,0,20150928
1624249,1968,754334,1,0,20151017
1624249,1968,754334,1,0,20151017
1539791,1968,754334,1,0,20151030
1600470,1968,754334,1,0,20151012
1623508,1968,754334,1,0,20151001
229189,1968,754334,1,0,20151006
1082045,1968,754334,1,0,20150905
735086,1968,754334,1,0,20151031
1796064,1968,754334,1,0,20150929
911243,1968,754334,1,0,20150726
911243,1968,754334,1,0,20150726
72852,1968,754334,1,0,20151011
1384154,1968,754334,1,0,20151020
1316268,1968,754334,1,0,20151010
1213164,1968,754334,1,0,20150918
1237881,1968,754334,1,0,20150825
111569,1968,754334,1,0,20150713
1423930,1968,754334,1,0,20150922
907473,1968,754334,1,0,20150911
1991595,1968,754334,1,0,20151008
1543347,1968,754334,1,0,20150902
1543347,1968,754334,1,0,20150903
1543347,1968,754334,1,0,20150903
1042153,1968,754334,1,0,20151026
1873082,1968,754334,1,0,20151008
1873082,1968,754334,1,0,20150912
1873082,1968,754334,1,0,20151028
1873082,1968,754334,1,0,20151028
1702428,1968,754334,1,0,20150910
1873082,1968,754334,1,0,20150912
1873082,1968,754334,1,0,20151022
1873082,1968,754334,1,0,20151028
1873082,1968,754334,1,0,20151028
1226468,1968,754334,1,0,20150928
1020063,1968,754334,1,0,20150906
233112,1968,754334,1,0,20151005
120204,1968,754334,1,0,20150906
750229,1968,754334,1,0,20150806
676556,1968,754334,1,0,20151011
278527,1968,754334,1,0,20150917
460633,1968,754334,1,0,20151031
460633,1968,754334,1,0,20151031
1198814,1968,754334,1,0,20150911
1389910,1968,754334,1,0,20150928
1134695,1968,754334,1,0,20151030
672751,1968,754334,1,0,20151002
1837572,1968,754334,1,0,20151028
283535,1968,754334,1,0,20151001
1907223,1968,754334,1,0,20150818
1837572,1968,754334,1,0,20151028
1837572,1968,754334,1,0,20151028
1676984,1968,754334,1,0,20151020
2040100,1968,754334,1,0,20150927
1628541,1968,754334,1,0,20151023
1871146,1968,754334,1,0,20150911
532550,1968,754334,1,0,20151028
1231416,1968,754334,1,0,20151030
532550,1968,754334,1,0,20151028
1190396,1968,754334,1,0,20151015
1299190,1968,754334,1,0,20150825
504821,1968,754334,1,0,20150913
673435,1968,754334,1,0,20151028
1865347,1968,754334,1,1,20150902
52067,1968,754334,1,0,20151028
1807808,1968,754334,1,0,20150928
1865347,1968,754334,1,0,20150902
1865347,1968,754334,1,0,20151010
243120,1968,754334,1,0,20150724
1865347,1968,754334,1,0,20150902
1865347,1968,754334,1,0,20150902
1865347,1968,754334,1,0,20150902
1805102,1968,754334,1,0,20150926
1805102,1968,754334,1,0,20150926
1865347,1968,754334,1,0,20150902
1805102,1968,754334,1,0,20150926
1513992,1968,754334,1,0,20150822
643795,1968,754334,1,0,20151013
643795,1968,754334,1,0,20151013
643795,1968,754334,1,0,20151023
643795,1968,754334,1,0,20151028
324295,1968,754334,1,0,20150916
560062,1968,754334,1,0,20150825
560062,1968,754334,1,0,20151025
2010063,1968,754334,1,0,20150918
291864,1968,754334,1,0,20151030
1246983,1968,754334,1,0,20151019
1353219,1968,754334,1,0,20150919
1939090,1968,754334,1,0,20150928
1232154,1968,754334,1,0,20150914
2032113,1968,754334,1,0,20150922
743716,1968,754334,1,0,20150921
743716,1968,754334,1,0,20150921
879419,1968,754334,1,0,20150912
879419,1968,754334,1,0,20150912
879419,1968,754334,1,0,20150912
61748,1968,754334,1,0,20151015
1806252,1968,754334,1,0,20150924
1328625,1968,754334,1,0,20150927
535683,1968,754334,1,0,20151007
1625806,1968,754334,1,0,20150907
1717625,1968,754334,1,0,20151015
1294900,1968,754334,1,0,20150826
1088613,1968,754334,1,0,20151125
1088613,1968,754334,1,0,20151124
1088613,1968,754334,1,0,20151124
1088613,1968,754334,1,0,20151125
1433324,1968,754334,1,0,20150925
120748,1968,754334,1,0,20151001
692678,1968,754334,1,0,20150825
850342,1968,754334,1,0,20150706
284082,1968,754334,1,0,20150828
473220,1968,754334,1,0,20151018
123408,1968,754334,1,0,20151030
1013738,1968,754334,1,0,20150728
1575688,1968,754334,1,0,20151010
415270,1968,754334,1,0,20150826
1448935,1968,754334,1,0,20150923
1502962,1968,754334,1,0,20150802
1521141,1968,754334,1,0,20150927
1539212,1968,754334,1,0,20150814
503798,1968,754334,1,0,20150910
857834,1968,754334,1,0,20151018
1872857,1968,754334,1,0,20151011
1124449,1968,754334,1,0,20150901
825325,1968,754334,1,0,20150823
670684,1968,754334,1,0,20151029
606696,1968,754334,1,0,20151121
75063,1968,754334,1,0,20151123
2779,1968,754334,1,0,20151016
953297,1968,754334,1,0,20150921
641005,1968,754334,1,0,20150927
1827677,1968,754334,1,0,20150906
272153,1968,754334,1,0,20150901
128024,7648,2015290,1,0,20150901
1922739,5414,1557357,1,0,20150804
1704055,9127,569502,1,0,20150710
2055687,9127,569502,1,0,20150712
1335219,6284,93819,1,0,20150704
997485,2025,462477,1,0,20150701
2018181,6777,25318,1,0,20150802
199091,6334,730757,1,0,20150707
948974,6334,730757,1,0,20150815
574147,7080,714438,1,0,20151015
1173415,7080,714438,1,0,20151027
876651,7080,714438,1,0,20151029
455155,7080,714438,1,0,20151123
1067047,7080,714438,1,0,20151124
175551,7080,714438,1,1,20151001
574147,7080,714438,1,0,20151015
286251,9810,1331845,1,0,20150714
1312876,7481,1136792,1,0,20150718
2012301,7481,1136792,1,0,20150901
1312876,7481,1136792,1,0,20150718
927385,8187,1890013,1,0,20150716
927385,8187,1890013,1,0,20150712
91337,8187,1890013,1,0,20150714
927385,8187,1890013,1,0,20150714
927385,8187,1890013,1,0,20150714
744697,8187,1890013,1,0,20150717
55362,8187,1890013,1,0,20150716
536084,2183,2078683,1,0,20150917
842818,60,1471291,1,0,20151017
1151496,351,492997,1,0,20150811
43011,351,492997,1,0,20150808
1002453,3497,2310803,1,0,20150708
1923076,9798,913714,1,0,20151017
1800589,9798,913714,1,0,20151126
673710,5085,2342631,1,0,20150823
1456251,441,419070,1,0,20151129
499530,441,419070,1,0,20150818
746697,441,419070,1,0,20150709
746697,441,419070,1,1,20150709
523215,441,419070,1,0,20150724
523215,441,419070,1,0,20150722
523215,441,419070,1,0,20150722
293926,441,419070,1,0,20150902
72963,441,419070,1,0,20151006
842959,441,419070,1,0,20150801
192904,441,419070,1,0,20151009
192904,441,419070,1,0,20151011
2018181,441,419070,1,0,20150815
363500,441,419070,1,0,20150715
1136998,441,419070,1,0,20151023
1521824,441,419070,1,1,20150804
1246046,441,419070,1,0,20150908
1007675,441,419070,1,0,20151010
1127373,441,419070,1,0,20151015
508037,441,419070,1,1,20150710
586696,441,419070,1,0,20150721
820235,441,419070,1,0,20150922
1132133,441,419070,1,0,20151007
1733605,441,419070,1,0,20150813
1390463,441,419070,1,0,20151022
499530,441,419070,1,0,20150818
1476451,441,419070,1,0,20150815
917163,2025,474063,1,0,20150715
748771,1662,2112442,1,0,20150802
182406,441,2331336,1,1,20151004
383694,441,2331336,1,0,20150806
1596321,441,2331336,1,0,20150919
746697,441,2331336,1,0,20150815
746697,441,2331336,1,0,20150815
568609,6821,2279035,1,0,20150726
503670,6821,2279035,1,0,20150813
503670,6821,2279035,1,0,20150813
503670,6821,2279035,1,0,20150813
503670,6821,2279035,1,0,20150813
503670,6821,2279035,1,1,20150813
1186662,6821,2279035,1,0,20150711
280449,6821,2279035,1,0,20150722
778795,6821,2279035,1,0,20150718
1422929,6821,2279035,1,0,20150720
240258,6821,2279035,1,0,20150910
554588,6821,2279035,1,0,20150709
1917517,6821,2279035,1,0,20150706
996567,6821,2279035,1,0,20150708
273085,6821,2279035,1,0,20150723
273085,6821,2279035,1,0,20150723
273085,6821,2279035,1,0,20150723
1735928,6821,2279035,1,0,20150708
1484584,6821,2279035,1,0,20150826
421103,6821,2279035,1,1,20150725
726465,6821,2279035,1,0,20150829
1176778,6821,2279035,1,0,20150907
186958,6821,2279035,1,0,20150722
232927,6821,2279035,1,0,20151031
232927,6821,2279035,1,0,20151031
961723,6821,2279035,1,0,20150709
1869710,6821,2279035,1,0,20150709
1869710,6821,2279035,1,0,20150709
1291643,6821,2279035,1,0,20150721
54770,6821,2279035,1,0,20150803
25283,6821,2279035,1,0,20150902
919971,6821,2279035,1,0,20150704
1083483,6821,2279035,1,0,20151014
1557704,6821,2279035,1,0,20150708
711504,6821,2279035,1,0,20150721
270933,6821,2279035,1,0,20151127
1458877,6821,2279035,1,0,20150819
938333,6821,2279035,1,0,20150730
524834,6821,2279035,1,0,20150807
667182,6821,2279035,1,0,20150722
1338007,6821,2279035,1,0,20150812
49936,6821,2279035,1,0,20151024
1931497,6821,2279035,1,0,20150808
276105,6821,2279035,1,0,20150904
890877,6821,2279035,1,0,20150808
356143,6821,2279035,1,0,20151017
1883934,6821,2279035,1,0,20150707
704704,6821,2279035,1,0,20150826
1782152,6821,2279035,1,0,20150820
728872,6821,2279035,1,0,20150917
1763647,6821,2279035,1,0,20150711
1188210,6821,2279035,1,0,20150702
342298,6821,2279035,1,0,20150715
503670,6821,2279035,1,0,20150813
342298,6821,2279035,1,0,20150715
24692,3416,474896,1,0,20151027
1307482,3416,474896,1,0,20150715
328914,5292,2115298,1,0,20151027
1859365,5292,2115298,1,0,20151126
722686,3586,1898025,1,0,20150704
72339,3586,1898025,1,0,20151017
1896657,3586,1898025,1,0,20150813
1898244,3586,1898025,1,0,20150916
351585,3063,57677,1,0,20150924
