use_ID,ite_ID,buy
767164,82539,1
1013039,82539,1
1576361,82539,1
814244,82539,1
119692,82539,1
1947657,82539,1
2038768,82539,1
1704301,82539,1
142044,82539,1
1286117,82539,1
1393965,82539,1
1982425,82539,1
1158724,82539,1
665218,82539,1
1517361,82539,1
395126,82539,1
825378,82539,1
1316366,82539,1
96175,82539,1
1182972,82539,1
522623,82539,1
682173,82539,1
1090378,82539,1
1591540,82539,1
1009504,82539,1
1248190,82539,1
407913,82539,1
1341381,82539,1
1335703,82539,1
1012707,82539,1
738947,82539,1
902798,82539,1
679229,82539,1
1105570,82539,1
771650,82539,1
507435,82539,1
1426539,82539,1
1821475,82539,1
1213640,82539,1
777149,82539,1
119806,82539,1
621222,82539,1
2022521,82539,1
947028,82539,1
872248,82539,1
2642,82539,1
2017217,82539,1
1734703,82539,1
195904,82539,1
2039684,82539,1
1096550,82539,1
1490081,82539,1
1200264,82539,1
49525,82539,1
888364,82539,1
1014981,82539,1
1379556,82539,1
1030323,82539,1
311239,82539,1
427202,82539,1
1586862,82539,1
1592351,82539,1
503096,82539,1
1613748,82539,1
398864,82539,1
1043321,82539,1
80889,82539,1
1711518,82539,1
153454,82539,1
2016558,82539,1
1211189,82539,1
1762394,82539,1
1203289,82539,1
1126656,82539,1
618858,82539,1
1632232,82539,1
439176,82539,1
1640720,82539,1
308111,82539,1
981962,82539,1
99607,82539,1
435603,82539,1
1448930,82539,1
1954784,82539,1
1783083,82539,1
945804,82539,1
427902,82539,1
1618250,82539,1
1606581,82539,1
310201,82539,1
1741827,82539,1
1728490,82539,1
1224348,82539,1
1386536,82539,1
227137,82539,1
1862758,82539,1
974366,82539,1
1997568,82539,1
227333,82539,1
1244128,82539,1
895880,82539,1
1348477,82539,1
1331796,82539,1
470328,82539,1
849557,82539,1
489285,82539,1
1169117,82539,1
2011441,82539,1
790575,82539,1
332912,82539,1
236783,82539,1
1694830,82539,1
62179,82539,1
766371,82539,1
476606,82539,1
1197233,82539,1
1585012,82539,1
87495,82539,1
1423327,82539,1
1905282,82539,1
885641,82539,1
1910701,82539,1
1394517,82539,1
70931,82539,1
374093,82539,1
1547353,82539,1
1866437,82539,1
2010588,82539,1
1491225,82539,1
1062133,82539,1
911376,82539,1
1974464,82539,1
1791647,82539,1
1731552,82539,1
504947,82539,1
907829,82539,1
760723,82539,1
84801,82539,1
922496,82539,1
1444516,82539,1
354986,82539,1
182690,82539,1
1328843,82539,1
906535,82539,1
543342,82539,1
760209,82539,1
254400,82539,1
1911244,82539,1
739138,82539,1
890783,82539,1
182049,82539,1
1743145,82539,1
1062479,82539,1
752050,82539,1
1929071,82539,1
1051875,82539,1
2038051,82539,1
145376,82539,1
1410418,82539,1
754664,82539,1
126820,82539,1
1439534,82539,1
1537291,82539,1
1855417,82539,1
762941,82539,1
971062,82539,1
764434,82539,1
734851,82539,1
1281785,82539,1
208717,82539,1
1472408,82539,1
982340,82539,1
1994488,82539,1
290762,82539,1
342626,82539,1
973958,82539,1
1652840,82539,1
1941037,82539,1
1377227,82539,1
1413917,82539,1
1464278,82539,1
1432989,82539,1
9056,82539,1
336915,82539,1
1475992,82539,1
1764280,82539,1
668749,82539,1
1208652,82539,1
1640077,82539,1
1390435,82539,1
1548829,82539,1
352955,82539,1
2021154,82539,1
627541,82539,1
1769349,82539,1
1275475,82539,1
828189,82539,1
1312623,82539,1
1191142,82539,1
1845551,82539,1
947619,82539,1
1351099,82539,1
1756733,82539,1
981125,82539,1
156696,82539,1
901304,82539,1
935289,82539,1
1613234,82539,1
1352346,82539,1
254647,82539,1
906044,82539,1
1278524,82539,1
957349,82539,1
2059461,82539,1
696730,82539,1
830823,82539,1
1874636,82539,1
494217,82539,1
508892,82539,1
1999992,82539,1
1576956,82539,1
253705,82539,1
1953707,82539,1
18042,82539,1
164427,82539,1
482131,82539,1
21506,82539,1
903517,82539,1
933371,82539,1
1433146,82539,1
982887,82539,1
1248832,82539,1
592512,82539,1
1385836,82539,1
1470145,82539,1
1200672,82539,1
1512526,82539,1
1900315,82539,1
348531,82539,1
711731,82539,1
1622178,82539,1
940214,82539,1
1109779,82539,1
856309,82539,1
408927,82539,1
1793504,82539,1
1725547,82539,1
346149,82539,1
523355,82539,1
1667042,82539,1
1880115,82539,1
459694,82539,1
1187550,82539,1
2036676,82539,1
19286,82539,1
1610546,82539,1
1059289,82539,1
1236882,82539,1
762696,82539,1
719348,82539,1
627020,82539,1
1850594,82539,1
89191,82539,1
828857,82539,1
362284,82539,1
486719,82539,1
1106494,82539,1
1561946,82539,1
1426269,82539,1
1792329,82539,1
1129046,82539,1
1514516,82539,1
1151928,82539,1
504228,82539,1
550105,82539,1
1003061,82539,1
133146,82539,1
1686258,82539,1
1395162,82539,1
1944222,82539,1
352253,82539,1
382943,82539,1
1623813,82539,1
1739628,82539,1
597874,82539,1
286455,82539,1
1781129,82539,1
663014,82539,1
1939744,82539,1
783519,82539,1
903407,82539,1
1402201,82539,1
407335,82539,1
1972154,82539,1
422263,82539,1
845136,82539,1
584553,82539,1
330940,82539,1
1905922,82539,1
711444,82539,1
153647,82539,1
309370,82539,1
514625,82539,1
1037718,82539,1
178030,82539,1
764705,82539,1
1755115,82539,1
623702,82539,1
1173616,82539,1
172496,82539,1
1756483,82539,1
1038152,82539,1
464580,82539,1
1378179,82539,1
1002509,82539,1
1623923,82539,1
1179543,82539,1
879917,82539,1
2048950,82539,1
1902658,82539,1
28633,82539,1
163685,82539,1
1604704,82539,1
186333,82539,1
804894,82539,1
1466938,82539,1
1682230,82539,1
1086451,82539,1
220022,82539,1
2030671,82539,1
1690995,82539,1
1372216,82539,1
1541865,82539,1
1098786,82539,1
258596,82539,1
531381,82539,1
1194035,82539,1
1684261,82539,1
1614803,82539,1
1568619,82539,1
1816670,82539,1
423443,82539,1
435396,82539,1
865652,82539,1
556450,82539,1
406616,82539,1
1310715,82539,1
1347036,82539,1
1739132,82539,1
682946,82539,1
745841,82539,1
841991,82539,1
1652595,82539,1
323114,82539,1
701886,82539,1
444542,82539,1
1569319,82539,1
1358874,82539,1
1870326,82539,1
141411,82539,1
1583487,82539,1
1841389,82539,1
447317,82539,1
48368,82539,1
1801799,82539,1
1210654,82539,1
1886651,82539,1
350589,82539,1
1573085,82539,1
565950,82539,1
851551,82539,1
872300,82539,1
364296,82539,1
14506,82539,1
1646877,82539,1
500096,82539,1
1163554,322153,1
1411849,1329279,1
1238855,424461,1
43497,651345,1
27556,651345,1
920048,1618381,1
1461907,1885697,1
2049717,1885697,1
120267,1885697,1
352638,1885697,1
627045,1885697,1
420662,1885697,1
2055460,1885697,1
930908,1885697,1
903108,489798,1
1809165,2305622,1
546391,358402,1
1998757,358402,1
1717977,358402,1
1170660,1833385,1
1484932,43999,1
494175,1693807,1
1856931,1693807,1
2044205,1693807,1
1437922,1693807,1
1326796,1693807,1
161860,1693807,1
1812060,1693807,1
1179841,1693807,1
1986705,1693807,1
809572,1693807,1
697792,1693807,1
736391,1693807,1
1419060,1693807,1
334046,1693807,1
263970,1693807,1
1825277,1693807,1
1774175,1693807,1
1988816,1693807,1
874311,446478,1
916335,617104,1
1291207,617104,1
530391,446722,1
721858,1448805,1
542087,2263078,1
346936,1034974,1
327720,818964,1
924923,1354774,1
473643,2101908,1
1953594,2101908,1
909051,2101908,1
1947881,2101908,1
435792,2101908,1
410938,2101908,1
800295,777572,1
1145083,777572,1
1435429,777572,1
14480,777572,1
1364241,777572,1
1660382,1590853,1
1768007,1329492,1
1077683,552723,1
334640,2328481,1
472953,2328481,1
724548,2328481,1
439640,2328481,1
1356882,1660699,1
601806,529041,1
594359,529041,1
1779347,148681,1
114551,973306,1
1887209,973306,1
1108607,2352625,1
178568,2352625,1
573303,2352625,1
753447,2352625,1
1963828,2352625,1
1831971,2352625,1
189621,2352625,1
158315,2352625,1
651449,2352625,1
949804,2352625,1
1615301,345675,1
843413,1899433,1
1209878,1613677,1
1110184,1613677,1
1211577,1613677,1
803050,1613677,1
1140625,1613677,1
1128390,1613677,1
562629,1613677,1
373987,1613677,1
583219,1613677,1
208395,1613677,1
699442,1613677,1
1742388,1613677,1
1185868,1613677,1
263785,1613677,1
1839023,1613677,1
46900,1613677,1
1528941,1613677,1
1570194,1613677,1
1868277,1613677,1
865228,1613677,1
509128,1613677,1
643059,1613677,1
1583817,1613677,1
612699,1613677,1
1631161,1613677,1
68697,1613677,1
1843868,1613677,1
410125,1613677,1
18983,1613677,1
1475892,1613677,1
319949,1613677,1
1272484,1613677,1
1025812,1613677,1
1519748,1613677,1
1577158,1613677,1
1268922,1613677,1
187171,1613677,1
1260431,1613677,1
371432,1613677,1
5732,1613677,1
670482,1613677,1
1492179,1613677,1
22627,1613677,1
399647,1613677,1
1157467,1613677,1
1548075,1613677,1
1670829,1613677,1
141929,1613677,1
1558479,1613677,1
878294,1613677,1
944621,1613677,1
1379775,1613677,1
153643,1613677,1
1247708,1613677,1
669186,1613677,1
847079,1613677,1
347997,1613677,1
1938906,1613677,1
1694126,1613677,1
2040087,1613677,1
421016,1613677,1
532028,1613677,1
334362,1613677,1
45487,1613677,1
2010069,1613677,1
43926,1613677,1
1634745,1613677,1
325437,1613677,1
1594263,1613677,1
1297913,1613677,1
1291452,1613677,1
378199,1613677,1
1790522,1613677,1
1986079,1613677,1
1428308,1613677,1
873672,1613677,1
731710,1613677,1
1854851,1613677,1
1010151,1613677,1
338021,1613677,1
926588,1613677,1
1938124,1613677,1
1267913,1613677,1
722401,1613677,1
1690891,1613677,1
813521,1613677,1
93826,1613677,1
866826,1613677,1
163417,1613677,1
334976,1613677,1
1304164,1613677,1
1946199,1613677,1
1311175,1613677,1
408569,1613677,1
907515,1613677,1
397710,1613677,1
1959519,1613677,1
591177,251834,1
170551,1242456,1
566325,1862196,1
1465007,1064397,1
822877,1064397,1
461703,1921010,1
1050486,1921010,1
2063318,179966,1
1234951,1788729,1
1026730,2279328,1
423335,2279328,1
1811269,2279328,1
905982,2279328,1
234897,2279328,1
187871,2279328,1
395494,1479129,1
1155337,1479129,1
1453184,1479129,1
676745,1479129,1
638614,1479129,1
58903,1479129,1
134509,1479129,1
464237,1479129,1
1319793,1479129,1
1118336,1479129,1
145155,1479129,1
914132,1479129,1
1840477,1479129,1
2009442,1479129,1
570048,1479129,1
1923145,1479129,1
1040012,1479129,1
956360,1479129,1
257424,1479129,1
1746606,1479129,1
613264,1479129,1
2059518,1479129,1
267978,1479129,1
371313,1479129,1
861447,1479129,1
1543020,1479129,1
1697168,1479129,1
216618,1479129,1
158070,1479129,1
768724,1479129,1
463672,1479129,1
1686913,1479129,1
1054894,1479129,1
1054419,1479129,1
1241577,1479129,1
1332739,1479129,1
135565,1479129,1
1740718,1479129,1
1970858,1479129,1
1523889,1479129,1
1921216,1479129,1
1806319,1479129,1
1476290,1479129,1
1711833,1479129,1
692585,1479129,1
1091378,1479129,1
171744,1479129,1
750721,1479129,1
9271,1479129,1
431977,1479129,1
627162,1479129,1
1863332,1479129,1
30347,1479129,1
802071,1479129,1
852335,1479129,1
577255,1479129,1
343735,1479129,1
5484,1479129,1
1123532,1479129,1
114640,1479129,1
1032315,1479129,1
1964752,1479129,1
1209818,1479129,1
1086857,1479129,1
996730,1479129,1
176048,1479129,1
1642582,1479129,1
807408,1479129,1
1828382,1479129,1
600027,1479129,1
822993,1479129,1
649284,1479129,1
1317451,1479129,1
816340,1479129,1
494662,1479129,1
975706,1949199,1
1582993,1949199,1
90009,1864940,1
1236416,527634,1
1878944,527634,1
1062680,1602468,1
1911582,1428780,1
1855190,476093,1
399794,982620,1
1606854,578929,1
1750176,578929,1
430879,1116554,1
102630,347411,1
1265010,12814,1
637915,1446466,1
619698,1542750,1
1292434,1305860,1
1215455,1305860,1
711584,1305860,1
535312,1305860,1
909726,1305860,1
1437836,1305860,1
568343,1305860,1
923483,1305860,1
760282,1305860,1
1066806,1305860,1
1769825,1305860,1
2037187,1305860,1
70456,1305860,1
326812,1305860,1
503885,2288350,1
981185,2288350,1
583112,2288350,1
980541,2288350,1
320909,1749616,1
343440,1749616,1
522277,1749616,1
876651,1749616,1
1690843,1749616,1
73731,1749616,1
652922,1749616,1
1361719,1749616,1
1234951,1332233,1
2063006,155008,1
1597339,604372,1
875668,604372,1
344725,604372,1
306758,604372,1
175318,604372,1
1719839,884665,1
1044393,1304866,1
544596,1304866,1
1238525,1304866,1
1178691,734154,1
2019438,1243659,1
1810485,1243659,1
979882,1243659,1
191723,1243659,1
1998907,1243659,1
751189,1243659,1
565758,1243659,1
477401,1243659,1
1165985,1243659,1
953475,1243659,1
158772,1243659,1
1117508,386697,1
1565156,1606190,1
1243917,1688763,1
1695704,1688763,1
1466822,1688763,1
233529,1688763,1
350198,1688763,1
1760511,1647651,1
1829728,1647651,1
427270,1647651,1
1902683,1647651,1
1955576,1647651,1
1698014,1647651,1
370464,884219,1
1941672,993597,1
1208368,993597,1
300166,993597,1
1771621,245595,1
1092413,245595,1
381737,245595,1
981555,2194763,1
1129312,289748,1
666351,882957,1
1279584,1246942,1
1336083,1465383,1
1865244,1781419,1
1535791,1127610,1
1565637,1367551,1
469566,1367551,1
1171226,1411693,1
172629,1850767,1
669775,1850767,1
1383349,1850767,1
185899,1850767,1
1013717,1850767,1
1880858,1850767,1
1580618,1850767,1
1006575,1850767,1
159908,1850767,1
782282,1489957,1
1375904,18445,1
461024,284014,1
848386,2033245,1
337818,1491633,1
480452,1491633,1
1886848,1467069,1
840376,661135,1
199353,661135,1
1488254,618214,1
430948,221079,1
1802221,221079,1
279743,498873,1
1202922,498873,1
809862,498873,1
1770362,619927,1
912451,619927,1
1874419,619927,1
1557090,619927,1
1225990,619927,1
406810,619927,1
46281,619927,1
1458929,619927,1
273937,619927,1
665990,619927,1
1322565,619927,1
2045899,619927,1
1833967,1680306,1
1329080,1060680,1
1901255,1060680,1
1709779,1060680,1
1520344,1060680,1
1065954,1060680,1
136080,885054,1
432107,885054,1
1412998,2310154,1
1038030,2310154,1
1195754,2280556,1
104586,2280556,1
68987,2280556,1
889645,2280556,1
198717,2280556,1
1176464,2280556,1
1815949,2280556,1
1216638,2280556,1
1096938,2280556,1
1652797,2280556,1
803813,2280556,1
1040493,2280556,1
1859365,2280556,1
1083998,2280556,1
315288,2280556,1
2042874,2280556,1
1723316,2280556,1
1374468,2280556,1
663667,2280556,1
483385,2280556,1
397369,2280556,1
64957,2280556,1
873514,2280556,1
1633766,2280556,1
1676320,2280556,1
569091,2280556,1
1226187,51960,1
788801,251577,1
1533068,1248312,1
115341,661855,1
317680,1110992,1
25147,1110992,1
823626,1303193,1
1291471,135790,1
1519291,1838446,1
466421,1643371,1
451414,794474,1
1206189,794474,1
685006,295979,1
280216,574428,1
1143864,843883,1
1158952,843883,1
757858,843883,1
1252540,843883,1
1090594,843883,1
1106201,843883,1
616828,843883,1
1189686,843883,1
1354240,843883,1
1594582,1220065,1
1949881,334461,1
1283387,2062865,1
547730,2062865,1
835438,2062865,1
1478831,453715,1
497468,453715,1
1291614,1740136,1
964505,1740136,1
1236070,760083,1
1419768,760083,1
303087,760083,1
130591,760083,1
1992894,760083,1
649111,1085869,1
1933915,1882693,1
1987222,1113453,1
178651,1095812,1
179425,1095812,1
1633932,1095812,1
255909,1095812,1
1868405,1095812,1
374231,1095812,1
690544,107035,1
1692612,2156582,1
1584685,1593358,1
1636902,26663,1
1177300,26663,1
1652988,26663,1
1379419,26663,1
682574,26663,1
1387374,26663,1
853221,26663,1
798829,26663,1
718940,2064083,1
1113753,2064083,1
16882,281681,1
1049517,666125,1
1967313,1509653,1
79911,1447189,1
1230820,1447189,1
1848622,1447189,1
1110962,1447189,1
451281,1447189,1
1212962,1447189,1
1605667,1447189,1
1567333,1447189,1
1352136,249431,1
827980,780589,1
1512628,2242316,1
1925219,2242316,1
29998,618548,1
360681,2063431,1
984442,2174346,1
1041746,2233687,1
668359,2233687,1
1959057,1203305,1
1288122,384929,1
780511,30839,1
1385898,1205496,1
915301,1077519,1
28419,1077519,1
1165672,2244836,1
566357,2244836,1
492745,21300,1
711802,925820,1
57776,1240378,1
1637194,1283904,1
998066,1283904,1
28393,1283904,1
379100,1283904,1
891302,1283904,1
33955,1283904,1
812548,1283904,1
506107,1283904,1
205784,1283904,1
190614,1283904,1
1682843,1283904,1
1138000,1283904,1
1306246,1283904,1
2011873,1283904,1
353637,1283904,1
1470878,1283904,1
1795828,1283904,1
1908887,1283904,1
275171,1283904,1
693822,1283904,1
386674,1283904,1
1160616,1283904,1
734808,1283904,1
527917,1283904,1
766041,1283904,1
724911,1283904,1
1118615,1283904,1
1466844,1283904,1
1779249,1283904,1
1635610,1283904,1
601527,1283904,1
420018,1283904,1
1603339,1283904,1
634702,1283904,1
943344,1283904,1
1828514,1283904,1
748878,1283904,1
172937,1283904,1
1113274,1283904,1
519463,1283904,1
1866610,1283904,1
2034771,1283904,1
1438053,1283904,1
1844293,1283904,1
1524752,1283904,1
1536036,1283904,1
773445,1283904,1
1768476,1283904,1
1324375,1283904,1
789340,888722,1
897197,381177,1
88711,381177,1
105042,381177,1
1342623,381177,1
2055191,381177,1
377506,381177,1
1364524,1594169,1
1924503,2064384,1
218353,873959,1
2030563,958274,1
575943,958274,1
859038,1622694,1
618046,834740,1
1170510,493703,1
1671866,531546,1
1303820,531546,1
864914,342671,1
629764,342671,1
139480,342671,1
1802931,1023631,1
1429157,1154148,1
424393,1154148,1
600039,1154148,1
1246211,1154148,1
83052,1154148,1
819711,1154148,1
847254,1154148,1
908960,1154148,1
758264,1154148,1
707032,1075994,1
30913,137495,1
223128,423694,1
244346,423694,1
1259559,1983463,1
1683517,55173,1
619698,55173,1
21461,114661,1
1436423,1152358,1
1202922,402295,1
1268640,402295,1
1963213,402295,1
1699662,402295,1
555995,402295,1
458055,2312118,1
1714788,803882,1
109237,2181236,1
30132,2181236,1
406662,2181236,1
909973,2181236,1
873626,2181236,1
1020126,859856,1
1446012,1877587,1
660176,552783,1
1731779,183471,1
72659,183471,1
372308,2345838,1
1271470,2345838,1
1681888,39542,1
1632367,39542,1
999343,629112,1
645435,629112,1
334927,150389,1
695240,645591,1
129805,1020426,1
615187,1286404,1
271136,1286404,1
1037331,1286404,1
43289,1286404,1
1043520,1286404,1
1556558,1286404,1
1355964,1286404,1
680847,1286404,1
1473448,1286404,1
1177221,1286404,1
2764,969750,1
912056,2148465,1
53780,1620368,1
1357445,1620368,1
323206,1620368,1
1813334,498353,1
711490,1978627,1
1958561,1978627,1
2018300,1978627,1
466115,1978627,1
501431,1978627,1
1789569,1978627,1
226001,1978627,1
463648,1978627,1
1559274,1978627,1
129165,1978627,1
2026223,1978627,1
309271,1978627,1
514578,1978627,1
1405157,1978627,1
377604,1978627,1
432313,1978627,1
259887,513983,1
289899,1893927,1
143888,1893927,1
527859,1893927,1
1486939,1893927,1
1203277,1893927,1
950390,1893927,1
1188823,1893927,1
434961,1884809,1
828857,1884809,1
1751391,388670,1
1795014,388670,1
1769187,388670,1
2012380,281705,1
268912,78990,1
973256,1375020,1
245654,1300538,1
1349679,1130051,1
2010360,1130051,1
1384910,352852,1
336837,1594650,1
1936007,1594650,1
1739007,1594650,1
350584,1594650,1
355655,1594650,1
834093,61510,1
1193359,2212229,1
1578859,2212229,1
304096,1342304,1
1524693,1342304,1
1967313,1342304,1
1527416,80800,1
1396553,80800,1
59753,80800,1
538920,80800,1
456412,80800,1
1338869,80800,1
1386678,1225020,1
1498263,2025280,1
1521600,2025280,1
787900,2025280,1
2015993,2148838,1
1085446,1930195,1
1787440,370352,1
361115,470099,1
725651,470099,1
1710019,2029803,1
1366229,925686,1
161841,1620562,1
907931,34222,1
1120346,306112,1
563777,306112,1
1270159,1266998,1
2041338,306425,1
961102,306425,1
2045384,6929,1
410244,6929,1
403682,461773,1
1135545,1473483,1
590047,1473483,1
767827,1473483,1
1156495,1473483,1
1411805,1473483,1
639312,1473483,1
1256464,1473483,1
249229,1473483,1
1235254,1473483,1
634954,1473483,1
1715045,1473483,1
1028477,1473483,1
1196107,1473483,1
129723,1473483,1
2047099,1473483,1
2000111,1473483,1
1410330,1473483,1
654200,1473483,1
2003359,1473483,1
1313621,1473483,1
1889161,1473483,1
1775829,1473483,1
1659136,1473483,1
1008545,1473483,1
799794,1473483,1
433167,1473483,1
1131218,1473483,1
365555,1473483,1
423229,1473483,1
1736929,1473483,1
1946901,1473483,1
1863808,1473483,1
288544,1473483,1
130619,1473483,1
946141,1473483,1
227861,1473483,1
789676,1473483,1
291747,1473483,1
1043294,1473483,1
1994581,1473483,1
1933330,1473483,1
1787190,1473483,1
324039,1009752,1
532401,1887880,1
497571,1069219,1
932027,1069219,1
1590288,1686939,1
1163204,1686939,1
1976240,655211,1
1244760,1049123,1
1041746,2246452,1
144912,1042026,1
680887,1042026,1
1263222,813403,1
606523,813403,1
697094,813403,1
1082081,199755,1
1424615,199755,1
316277,75948,1
1795014,133446,1
1061493,516491,1
2020966,516491,1
969185,1403292,1
1087050,1132030,1
1450068,1132030,1
929640,1716998,1
1362762,1716998,1
1587666,396572,1
1119844,601658,1
1371743,601658,1
1023771,601658,1
919274,601658,1
1918850,601658,1
1256460,601658,1
692483,601658,1
1266981,601658,1
414997,601658,1
466106,601658,1
368893,601658,1
1374103,601658,1
2034112,601658,1
961389,1807678,1
1930447,1820187,1
78714,52175,1
1371073,2230125,1
210710,2230125,1
309513,1655819,1
1645797,1655819,1
1839831,2286185,1
239020,328753,1
524743,328753,1
249102,81876,1
1687162,1993593,1
2014795,769753,1
154369,769753,1
1558322,769753,1
1200916,769753,1
1644535,769753,1
1481087,769753,1
760084,769753,1
1616972,769753,1
937906,769753,1
1025523,769753,1
908098,769753,1
376151,769753,1
564220,769753,1
1924593,769753,1
1739799,769753,1
188933,769753,1
1041746,246783,1
746697,246783,1
1015589,1149886,1
1224246,1149886,1
1311342,1149886,1
822932,1149886,1
372199,1149886,1
1630740,1149886,1
542671,1149886,1
1234951,1459683,1
904580,1459683,1
1041746,1459683,1
369581,1459683,1
1797490,1459683,1
2022143,1459683,1
622431,841844,1
1728199,841844,1
1814804,841844,1
2019132,841844,1
1913961,841844,1
1415220,841844,1
1602654,841844,1
979044,841844,1
1775931,841844,1
1677993,841844,1
1231285,841844,1
30612,841844,1
1937932,841844,1
361368,841844,1
1642987,841844,1
532594,841844,1
1792764,841844,1
446005,841844,1
344505,841844,1
1083836,841844,1
1876180,841844,1
1538821,841844,1
1862545,841844,1
1788319,841844,1
276306,841844,1
1379191,730511,1
1115688,730511,1
1779562,629860,1
481080,1373399,1
1417675,546020,1
1405804,546020,1
395024,546020,1
1792553,546020,1
1938397,546020,1
1275501,546020,1
685006,546020,1
798223,546020,1
1849252,1924127,1
1194353,552989,1
2023336,1486089,1
819100,1486089,1
1261350,421845,1
129292,207385,1
502146,1183025,1
1055943,1628741,1
989080,1628741,1
2030617,1628741,1
36539,1280083,1
2061089,834124,1
732755,1639672,1
2031150,103367,1
1545142,2182229,1
1122768,871669,1
570264,871669,1
1690982,1971333,1
343025,1971333,1
1262223,1971333,1
813872,677373,1
1868570,921271,1
1912508,537072,1
1298289,1171438,1
782000,1716766,1
1062474,499473,1
949736,409207,1
535807,304454,1
1389736,304454,1
1439880,304454,1
452095,304454,1
1702916,25303,1
1426343,4044,1
1361522,1558106,1
709459,1558106,1
1878872,71024,1
177687,1185959,1
94495,1185959,1
1101898,1185959,1
2024141,827958,1
1385898,2120906,1
805389,389987,1
789631,1148023,1
763754,1148023,1
700589,1148023,1
1856463,1148023,1
951987,1148023,1
570722,1462458,1
791233,2073009,1
32360,1574355,1
562815,1574355,1
1049240,1574355,1
358038,1077374,1
1501418,1077374,1
524795,1077374,1
1799847,1077374,1
504790,1077374,1
1433719,1077374,1
1788728,1910904,1
205106,1910904,1
1373821,1910904,1
1175617,1910904,1
1189478,1910904,1
732307,1910904,1
936209,1910904,1
1124595,1910904,1
1170910,1910904,1
340838,1910904,1
479129,1910904,1
1646552,1910904,1
1792178,1910904,1
938280,1910904,1
1046705,1910904,1
240571,1910904,1
1459744,1910904,1
675901,1910904,1
1624352,1500812,1
1197287,1554953,1
1749942,1545399,1
2027160,2189719,1
101278,1625553,1
677393,1625553,1
1649183,789162,1
1959377,669146,1
505539,669146,1
500527,669146,1
1236945,669146,1
392247,669146,1
1408229,669146,1
348787,669146,1
615015,245964,1
1734914,245964,1
118462,245964,1
1344918,548171,1
1166832,139178,1
1819046,1155910,1
1263125,1372741,1
236551,1035585,1
1651770,1035585,1
515765,2091778,1
550747,2072303,1
1320341,2072303,1
1306945,2072303,1
