use_ID,ite_ID,click
870995,670159,0
588145,670159,0
1858505,670159,0
805534,670159,0
1693218,670159,0
302307,670159,0
1941672,670159,0
1937032,670159,0
915897,754334,0
899153,754334,0
2000306,754334,0
1700032,754334,0
1914456,754334,0
1909875,754334,0
798383,754334,0
1396038,754334,0
106529,754334,0
1624249,754334,0
1539791,754334,0
1600470,754334,0
1623508,754334,0
229189,754334,0
1082045,754334,0
735086,754334,0
1796064,754334,0
911243,754334,0
72852,754334,0
1384154,754334,0
1316268,754334,0
1213164,754334,0
1237881,754334,0
111569,754334,0
1423930,754334,0
907473,754334,0
1991595,754334,0
1543347,754334,0
1042153,754334,0
1873082,754334,0
1702428,754334,0
1226468,754334,0
1020063,754334,0
233112,754334,0
120204,754334,0
750229,754334,0
676556,754334,0
278527,754334,0
460633,754334,0
1198814,754334,0
1389910,754334,0
1134695,754334,0
672751,754334,0
1837572,754334,0
283535,754334,0
1907223,754334,0
1676984,754334,0
2040100,754334,0
1628541,754334,0
1871146,754334,0
532550,754334,0
1231416,754334,0
1190396,754334,0
1299190,754334,0
504821,754334,0
673435,754334,0
52067,754334,0
1807808,754334,0
1865347,754334,0
243120,754334,0
1805102,754334,0
1513992,754334,0
643795,754334,0
324295,754334,0
560062,754334,0
2010063,754334,0
291864,754334,0
1246983,754334,0
1353219,754334,0
1939090,754334,0
1232154,754334,0
2032113,754334,0
743716,754334,0
879419,754334,0
61748,754334,0
1806252,754334,0
1328625,754334,0
535683,754334,0
1625806,754334,0
1717625,754334,0
1294900,754334,0
1088613,754334,0
1433324,754334,0
120748,754334,0
692678,754334,0
850342,754334,0
284082,754334,0
473220,754334,0
123408,754334,0
1013738,754334,0
1575688,754334,0
415270,754334,0
1448935,754334,0
1502962,754334,0
1521141,754334,0
1539212,754334,0
503798,754334,0
857834,754334,0
1872857,754334,0
1124449,754334,0
825325,754334,0
670684,754334,0
606696,754334,0
75063,754334,0
2779,754334,0
953297,754334,0
641005,754334,0
1827677,754334,0
272153,754334,0
128024,2015290,0
1922739,1557357,0
1704055,569502,0
2055687,569502,0
1335219,93819,0
997485,462477,0
2018181,25318,0
199091,730757,0
948974,730757,0
574147,714438,0
1173415,714438,0
876651,714438,0
455155,714438,0
1067047,714438,0
286251,1331845,0
1312876,1136792,0
2012301,1136792,0
927385,1890013,0
91337,1890013,0
744697,1890013,0
55362,1890013,0
536084,2078683,0
842818,1471291,0
1151496,492997,0
43011,492997,0
1002453,2310803,0
1923076,913714,0
1800589,913714,0
673710,2342631,0
1456251,419070,0
499530,419070,0
746697,419070,0
523215,419070,0
293926,419070,0
72963,419070,0
842959,419070,0
192904,419070,0
2018181,419070,0
363500,419070,0
1136998,419070,0
1246046,419070,0
1007675,419070,0
1127373,419070,0
586696,419070,0
820235,419070,0
1132133,419070,0
1733605,419070,0
1390463,419070,0
1476451,419070,0
917163,474063,0
748771,2112442,0
383694,2331336,0
1596321,2331336,0
746697,2331336,0
568609,2279035,0
503670,2279035,0
1186662,2279035,0
280449,2279035,0
778795,2279035,0
1422929,2279035,0
240258,2279035,0
554588,2279035,0
1917517,2279035,0
996567,2279035,0
273085,2279035,0
1735928,2279035,0
1484584,2279035,0
726465,2279035,0
1176778,2279035,0
186958,2279035,0
232927,2279035,0
961723,2279035,0
1869710,2279035,0
1291643,2279035,0
54770,2279035,0
25283,2279035,0
919971,2279035,0
1083483,2279035,0
1557704,2279035,0
711504,2279035,0
270933,2279035,0
1458877,2279035,0
938333,2279035,0
524834,2279035,0
667182,2279035,0
1338007,2279035,0
49936,2279035,0
1931497,2279035,0
276105,2279035,0
890877,2279035,0
356143,2279035,0
1883934,2279035,0
704704,2279035,0
1782152,2279035,0
728872,2279035,0
1763647,2279035,0
1188210,2279035,0
342298,2279035,0
24692,474896,0
1307482,474896,0
328914,2115298,0
1859365,2115298,0
722686,1898025,0
72339,1898025,0
1896657,1898025,0
1898244,1898025,0
351585,57677,0
950627,822495,0
326300,822495,0
286060,822495,0
519208,822495,0
378146,822495,0
1983833,2264100,0
2062881,687154,0
1873082,687154,0
921144,687154,0
807914,687154,0
1007479,1900482,0
357966,1900482,0
709956,1900482,0
1444481,1900482,0
1008591,1900482,0
538977,1900482,0
1769224,2006395,0
785769,1610122,0
760662,1610122,0
478733,1610122,0
1395045,1610122,0
1389418,1610122,0
1280858,1610122,0
1448264,1610122,0
764721,1610122,0
1738683,2336302,0
1662579,2336302,0
2059655,2336302,0
1539827,2336302,0
1424461,2336302,0
1308064,2336302,0
1280334,2336302,0
678394,2336302,0
663874,2336302,0
895955,1096484,0
861440,1096484,0
591455,1096484,0
278366,1096484,0
1172837,1096484,0
1218326,1441151,0
1200499,285173,0
245632,608433,0
1492829,2153058,0
1605125,1849338,0
1122041,1849338,0
1363141,1425597,0
651251,1425597,0
214275,1425597,0
1698375,347356,0
1837622,1062185,0
659525,610668,0
737504,2035520,0
1362110,2035520,0
1621591,84808,0
184148,84808,0
82692,84808,0
1948399,84808,0
1256043,84808,0
643587,84808,0
1149350,84808,0
772707,84808,0
1148124,84808,0
1276374,84808,0
661983,1792432,0
880365,2115520,0
230451,392854,0
1373821,392854,0
988817,392854,0
2029213,392854,0
1175341,392854,0
1876694,1102731,0
689513,1102731,0
1743818,1102731,0
760647,1102731,0
872179,81051,0
1083280,81051,0
1032143,81051,0
1674607,81051,0
1619683,81051,0
374414,81051,0
511556,81051,0
1753754,81051,0
178283,81051,0
312675,81051,0
954043,284041,0
1700494,284041,0
850470,2191274,0
410998,2191274,0
1263071,2191274,0
1731179,2191274,0
1544532,2191274,0
1695428,2191274,0
1173415,2191274,0
243965,2191274,0
1319944,2191274,0
465949,2191274,0
1018615,2191274,0
1356438,641214,0
1594099,641214,0
339826,641214,0
1334515,247218,0
596188,815619,0
1628496,570292,0
392906,570292,0
740323,570292,0
459159,570292,0
884547,912747,0
99172,912747,0
262788,912747,0
126284,1898445,0
737504,1898445,0
1362110,1898445,0
442433,1959324,0
346177,909220,0
131058,909220,0
1911732,909220,0
70129,909220,0
12242,1709862,0
1939090,1709862,0
772527,1709862,0
1072213,1709862,0
854162,1709862,0
973677,1709862,0
580862,1709862,0
1362288,1709862,0
972101,1709862,0
175497,1709862,0
233112,1709862,0
207060,1709862,0
296356,1709862,0
238065,1709862,0
16637,1709862,0
261971,1709862,0
586608,1709862,0
1508156,1709862,0
992326,1709862,0
66140,1709862,0
895754,1709862,0
1736674,1709862,0
1589575,1709862,0
859024,1709862,0
1116510,1709862,0
34735,1709862,0
1084359,1709862,0
1282341,1709862,0
1415264,1709862,0
1902052,1709862,0
14681,1709862,0
1510747,1709862,0
108328,1709862,0
23957,1709862,0
1060323,1709862,0
1949848,1709862,0
160247,1709862,0
648144,1709862,0
632339,1709862,0
1718635,1709862,0
400622,1709862,0
434332,1709862,0
653893,1709862,0
1346711,1709862,0
1246147,1709862,0
2003384,1709862,0
755114,1709862,0
402917,1709862,0
1213456,1709862,0
1040484,1709862,0
1115850,1709862,0
509646,1709862,0
308855,1709862,0
1492351,1709862,0
591204,1709862,0
61859,1709862,0
175967,1709862,0
203151,1709862,0
1665994,1709862,0
2057603,1709862,0
589562,1709862,0
1473226,1709862,0
1601717,1709862,0
674355,1709862,0
545888,1709862,0
1972982,1709862,0
345118,1709862,0
1985046,1709862,0
1654404,1709862,0
500311,1709862,0
853837,1709862,0
837393,1709862,0
849029,1709862,0
1600995,1709862,0
1867147,1709862,0
1219349,1709862,0
1713658,1709862,0
933442,1709862,0
707905,1709862,0
1490232,1709862,0
1166350,1709862,0
932464,1709862,0
930881,1709862,0
1803037,1709862,0
17403,1709862,0
780243,1709862,0
1791097,1709862,0
1833929,1709862,0
278813,1709862,0
1311450,1709862,0
329595,1709862,0
1825578,1709862,0
147071,1709862,0
1306877,1709862,0
2014586,1709862,0
1791168,1709862,0
1612922,1709862,0
1171157,1709862,0
469261,1709862,0
1606690,1709862,0
674180,1709862,0
239689,1709862,0
1543750,1709862,0
233298,1424703,0
1174859,1297547,0
1190926,617351,0
889000,617351,0
1499657,249615,0
1698375,523079,0
1131133,523079,0
1381106,523079,0
1667309,523079,0
141495,523079,0
1047728,523079,0
61930,523079,0
6277,523079,0
743594,523079,0
1823169,523079,0
699100,523079,0
454891,2345330,0
163806,1188941,0
1082564,892825,0
439682,892825,0
997255,892825,0
1835155,892825,0
845689,892825,0
1426384,892825,0
1383029,892825,0
1806936,892825,0
1963903,892825,0
539440,892825,0
1327578,892825,0
1455293,892825,0
523078,892825,0
881981,892825,0
1932685,892825,0
818171,892825,0
1747589,68694,0
1001349,68694,0
733615,68694,0
1803037,68694,0
116863,68694,0
353561,68694,0
1322530,68694,0
2033528,68694,0
1444183,908755,0
1794365,908755,0
1578778,908755,0
2046669,908755,0
447237,908755,0
1513386,908755,0
1316408,908755,0
509868,908755,0
1712258,908755,0
1034686,1310048,0
1598085,1310048,0
1464290,1310048,0
272792,1310048,0
365226,1310048,0
792646,539374,0
604095,539374,0
1515225,539374,0
191322,539374,0
239598,539374,0
808822,1304405,0
1072222,1259647,0
1454248,1259647,0
713627,1259647,0
1191457,1259647,0
1021486,1259647,0
581096,1259647,0
526630,1259647,0
69815,1259647,0
940460,1259647,0
1424202,1259647,0
1604548,1259647,0
597810,1259647,0
1159602,1259647,0
70155,1259647,0
476837,1259647,0
1268377,1259647,0
993778,1259647,0
1277140,1259647,0
282591,1259647,0
1188166,1259647,0
1902330,1259647,0
274746,1259647,0
1029616,1259647,0
9780,1259647,0
641325,1259647,0
516725,1259647,0
841648,1259647,0
518476,1259647,0
47489,1259647,0
1581474,1259647,0
899759,1259647,0
1167939,1259647,0
343830,1259647,0
186722,1259647,0
297523,1259647,0
866893,1259647,0
849159,1259647,0
1034973,1259647,0
168869,1259647,0
13462,1259647,0
482158,1259647,0
988839,1259647,0
314634,1259647,0
338635,1259647,0
1509720,1259647,0
899226,1259647,0
2042544,1259647,0
1569288,1259647,0
1334847,1259647,0
998269,1259647,0
1031396,1259647,0
770880,1259647,0
432160,1259647,0
817970,1259647,0
1146480,1259647,0
1325271,1259647,0
1902767,1259647,0
866634,1259647,0
64199,1259647,0
1079885,1259647,0
1076914,1259647,0
1305962,1259647,0
103002,1259647,0
1172568,1259647,0
116595,1259647,0
576864,1259647,0
332526,1259647,0
313657,1259647,0
1465679,1259647,0
1213418,1259647,0
1524038,1259647,0
129417,1259647,0
419226,1259647,0
1395090,1259647,0
744629,1259647,0
639093,1259647,0
1045009,1259647,0
1911584,1259647,0
1733519,1259647,0
2051724,1259647,0
624941,1259647,0
327587,1259647,0
1915036,1259647,0
1734013,1259647,0
1185081,1259647,0
1376379,1259647,0
1692757,1259647,0
813917,1259647,0
588040,1259647,0
1723857,1259647,0
904514,1259647,0
1521938,1259647,0
1187943,1259647,0
284822,1259647,0
981295,1259647,0
1113781,1259647,0
887208,1259647,0
764854,1259647,0
1282085,1259647,0
1047519,1259647,0
396950,1259647,0
1175143,1259647,0
76177,1259647,0
34690,1259647,0
1444516,1259647,0
40905,250479,0
1063204,250479,0
527859,733579,0
1655733,733579,0
1351900,719948,0
703244,719948,0
1473423,719948,0
812479,634343,0
193233,342937,0
109704,342937,0
354035,342937,0
100977,342937,0
1511048,23123,0
538652,23123,0
232959,23123,0
172056,23123,0
70129,497374,0
1796077,497374,0
346177,497374,0
1019129,497374,0
1948432,497374,0
659339,1760481,0
335397,344420,0
783619,344420,0
848857,1211000,0
64525,1211000,0
958392,1211000,0
1251436,1211000,0
1336985,1211000,0
398272,1211000,0
1953167,1211000,0
80969,1211000,0
961046,1211000,0
394833,1211000,0
1976860,2289895,0
1071495,2289895,0
2057047,2289895,0
101216,2289895,0
296068,2289895,0
2010315,2289895,0
376581,2289895,0
607360,2289895,0
483406,2291874,0
708329,2291874,0
511850,2291874,0
917560,2291874,0
170499,2291874,0
549822,2291874,0
1398206,2291874,0
1861484,2291874,0
1814976,2291874,0
1782741,2291874,0
1694142,2291874,0
257785,2291874,0
168193,2291874,0
1144175,2291874,0
1971174,2291874,0
1847135,2291874,0
1355272,2291874,0
1873448,2291874,0
1809443,2291874,0
1023399,2291874,0
1139880,2291874,0
1837029,2291874,0
1535007,2291874,0
873888,2291874,0
1515787,2291874,0
271226,2291874,0
1213156,2291874,0
1464408,2291874,0
561342,2291874,0
2056042,2291874,0
579435,2291874,0
1988920,2291874,0
1679955,2291874,0
116092,2291874,0
463184,2291874,0
591967,2291874,0
66064,2291874,0
348349,2291874,0
1254833,2291874,0
1415715,2291874,0
807779,2291874,0
511903,2291874,0
52240,2291874,0
114967,2291874,0
1519134,2291874,0
558003,2291874,0
712710,2291874,0
626141,2291874,0
1294884,2291874,0
1145567,2291874,0
437261,2291874,0
2012301,2291874,0
1335199,2291874,0
1443677,123647,0
1943230,123647,0
1432003,123647,0
1120873,790567,0
1040472,790567,0
1773481,790567,0
1607520,1746127,0
1315980,1746127,0
881508,257797,0
695179,257797,0
726257,661653,0
421154,661653,0
402777,661653,0
1120571,661653,0
234872,661653,0
741013,661653,0
381950,661653,0
246615,661653,0
1638480,661653,0
869623,661653,0
88420,661653,0
558276,661653,0
601878,661653,0
938779,661653,0
1444675,661653,0
1441423,661653,0
560038,661653,0
1707061,661653,0
1576020,661653,0
1339647,661653,0
1886566,661653,0
1044789,661653,0
403391,661653,0
646825,661653,0
734484,661653,0
285167,661653,0
325346,661653,0
1471665,661653,0
747153,661653,0
1961984,661653,0
1547262,661653,0
1063693,661653,0
1796718,661653,0
377699,661653,0
202984,661653,0
1806901,661653,0
1340076,661653,0
746342,661653,0
2060254,661653,0
129896,2351281,0
59819,2351281,0
423635,2351281,0
1292114,1672623,0
1257987,648069,0
511427,648069,0
505171,921310,0
913582,921310,0
536842,921310,0
1582114,921310,0
514848,921310,0
1499362,921310,0
1445706,921310,0
460396,921310,0
398486,921310,0
346533,921310,0
651082,921310,0
1808595,921310,0
496247,921310,0
946473,921310,0
1009575,921310,0
231528,1059849,0
308196,633181,0
1758314,633181,0
105849,633181,0
1577487,633181,0
748834,633181,0
732500,503843,0
368594,503843,0
1024556,871288,0
1352037,871288,0
47157,871288,0
212830,871288,0
1960043,660105,0
60226,660105,0
585549,660105,0
167577,660105,0
1496518,660105,0
1035871,444639,0
902092,1212456,0
808948,290312,0
1416040,290312,0
1232154,807003,0
1451338,474709,0
1009102,474709,0
1126066,474709,0
244416,474709,0
2059504,808493,0
1749862,808493,0
1099513,994178,0
349964,1138546,0
1717400,587587,0
1018111,587587,0
311306,587587,0
296316,2158976,0
1180189,2158976,0
1847011,2158976,0
81548,2158976,0
2051074,2158976,0
909651,2158976,0
40673,2158976,0
1810446,2158976,0
694316,2158976,0
1403767,1222308,0
1588187,1222308,0
1011202,1222308,0
277968,1222308,0
1182127,1222308,0
1827361,2236842,0
729218,831264,0
1693351,831264,0
1235919,831264,0
1256254,831264,0
168425,831264,0
1290412,831264,0
262261,831264,0
139822,831264,0
1987699,831264,0
1373580,831264,0
1515040,2194061,0
1262688,2194061,0
1377710,2173585,0
1882742,2173585,0
1376544,2173585,0
1629911,2173585,0
1001559,2173585,0
270018,2173585,0
1431778,2173585,0
287764,2173585,0
39860,2173585,0
1079876,2173585,0
690602,2173585,0
1493833,2173585,0
1909420,2173585,0
711174,1758972,0
349964,1758972,0
1432003,764999,0
1949541,2022484,0
1210052,2239871,0
1519134,1223571,0
1613634,1223571,0
911889,1961978,0
267789,1961978,0
474120,746353,0
1771516,746353,0
1794365,746353,0
1578493,746353,0
1169604,746353,0
509868,746353,0
1571289,746353,0
869906,746353,0
1873082,624394,0
512100,851579,0
1308906,851579,0
162852,851579,0
1825004,851579,0
739686,851579,0
458199,851579,0
507083,851579,0
1626287,851579,0
225215,851579,0
1191476,851579,0
23784,851579,0
1286552,851579,0
1453402,851579,0
689559,851579,0
1872907,851579,0
945893,851579,0
1695171,851579,0
1873082,851579,0
638593,851579,0
885228,851579,0
1211849,851579,0
836535,851579,0
1918824,851579,0
1140881,851579,0
938587,851579,0
240309,851579,0
937599,851579,0
117682,851579,0
766999,851579,0
1482962,851579,0
2048732,851579,0
640913,851579,0
1309986,851579,0
1723007,851579,0
1765714,851579,0
169892,851579,0
176794,851579,0
294578,851579,0
151181,851579,0
1094696,851579,0
1537370,851579,0
1548811,851579,0
1193342,851579,0
493245,851579,0
1554066,851579,0
282217,851579,0
1145877,851579,0
895569,851579,0
749464,851579,0
1786514,851579,0
338157,851579,0
1192204,851579,0
1800086,851579,0
1680414,851579,0
1710746,851579,0
55561,851579,0
962948,851579,0
1834920,851579,0
2042172,851579,0
1888698,851579,0
923390,851579,0
646976,851579,0
1342634,851579,0
124667,851579,0
1161348,851579,0
1361030,851579,0
1484233,851579,0
1055119,851579,0
512466,851579,0
1636458,851579,0
243020,851579,0
1711941,851579,0
779814,851579,0
914722,851579,0
812362,851579,0
471010,851579,0
782922,851579,0
581318,851579,0
788332,851579,0
1422462,851579,0
261286,851579,0
845621,851579,0
107591,851579,0
1162492,851579,0
1366349,851579,0
1305334,851579,0
327521,851579,0
687169,851579,0
1012060,851579,0
516319,851579,0
948542,851579,0
731588,851579,0
1007479,851579,0
1530084,851579,0
848343,851579,0
1438581,851579,0
470099,851579,0
2047439,851579,0
1904383,851579,0
1409027,851579,0
1752505,851579,0
1047793,851579,0
1654055,851579,0
672845,851579,0
1094128,851579,0
453246,851579,0
560801,851579,0
271654,851579,0
1709736,851579,0
544903,851579,0
2009217,851579,0
1949291,851579,0
1824378,851579,0
846329,851579,0
1666985,851579,0
389188,851579,0
1729429,851579,0
1301882,851579,0
1336851,851579,0
1437065,851579,0
1444481,851579,0
1445573,851579,0
2053479,851579,0
1845649,851579,0
658093,851579,0
1476030,851579,0
1320113,851579,0
1282341,851579,0
1855537,851579,0
1354870,851579,0
772654,851579,0
1551422,851579,0
317603,851579,0
163941,851579,0
11376,851579,0
1147632,851579,0
1855270,851579,0
1717843,851579,0
229494,851579,0
1797843,851579,0
1133994,851579,0
387593,851579,0
295922,851579,0
491160,851579,0
1037252,851579,0
1010448,851579,0
1698929,851579,0
780243,851579,0
129525,851579,0
1754799,851579,0
214237,851579,0
252392,851579,0
1403785,851579,0
288798,2326944,0
1906197,2326944,0
1069992,2326944,0
247200,2326944,0
1385787,2326944,0
296316,2326944,0
1490658,923665,0
2015604,1689541,0
417158,1689541,0
1899582,1689541,0
1649658,1689541,0
2008192,1689541,0
952563,1689541,0
1749907,1689541,0
899305,1689541,0
1208023,1689541,0
812890,1689541,0
1802243,1689541,0
1107372,1689541,0
439222,1689541,0
1929972,1689541,0
1516563,1689541,0
1155747,1689541,0
112980,1689541,0
926038,1689541,0
34329,1689541,0
145702,1689541,0
1163699,1689541,0
164949,1646777,0
755211,1440852,0
1831365,1440852,0
1198984,1440852,0
1619683,1440852,0
1629705,1440852,0
1655213,1440852,0
354741,111907,0
1931172,111907,0
291382,111907,0
760578,111907,0
2003619,1103068,0
485335,635131,0
305689,2014903,0
1721098,702380,0
1668144,702380,0
153993,702380,0
1234560,2231540,0
875091,2231540,0
1518197,1205299,0
961493,1205299,0
237183,1205299,0
1286147,1205299,0
1052205,1205299,0
1501076,1205299,0
1173451,1205299,0
1004212,1205299,0
1537002,1205299,0
892525,1205299,0
769395,1205299,0
43121,1205299,0
509023,1205299,0
628929,1205299,0
1836630,1205299,0
1122604,1205299,0
1131470,1205299,0
226492,1205299,0
2047595,1205299,0
841926,1205299,0
1001549,1205299,0
832400,1205299,0
314375,1205299,0
1100991,1205299,0
1034753,1205299,0
273085,1205299,0
102891,1205299,0
735527,1205299,0
2037567,1205299,0
1850318,1205299,0
168625,1205299,0
1366588,1205299,0
840042,1205299,0
614488,1205299,0
312931,1205299,0
857215,1205299,0
202357,1205299,0
1722617,1205299,0
1750728,1205299,0
1525834,1205299,0
389548,1205299,0
1787325,1205299,0
1326979,1205299,0
1917517,1205299,0
202659,1205299,0
1218052,1205299,0
1578389,1205299,0
1912649,1205299,0
272320,1205299,0
1617000,1205299,0
249285,1205299,0
745988,1205299,0
523859,1205299,0
1857489,1205299,0
1045219,1205299,0
467185,1205299,0
92543,1205299,0
1231052,1205299,0
141007,1205299,0
591861,1205299,0
735076,1205299,0
1677863,1205299,0
702218,1205299,0
1850485,1205299,0
1676875,1205299,0
949366,1205299,0
1898514,1205299,0
1887644,1205299,0
607406,1205299,0
1952891,1205299,0
182271,1205299,0
1987812,1205299,0
506306,1205299,0
99075,1205299,0
1084578,1205299,0
1446583,1205299,0
144919,1205299,0
1733026,1205299,0
2003406,1205299,0
354841,1205299,0
2005344,1205299,0
1829781,1205299,0
946474,1205299,0
908270,1205299,0
1939781,1205299,0
966364,1205299,0
1347757,1205299,0
545341,1205299,0
1927564,1205299,0
2779,1205299,0
1780507,1205299,0
712128,1205299,0
631852,1205299,0
1034673,1205299,0
1365885,1205299,0
1764653,1205299,0
1188017,1205299,0
312715,1205299,0
599670,1205299,0
971391,1205299,0
921043,1205299,0
927062,1205299,0
178500,1205299,0
338157,1205299,0
1935186,1205299,0
903168,1205299,0
1666613,1205299,0
1759315,1205299,0
327638,1205299,0
1271408,1205299,0
1412010,1205299,0
481430,1205299,0
372167,1205299,0
1663312,1205299,0
1264691,1205299,0
52572,1205299,0
117805,1205299,0
417282,1205299,0
976500,1205299,0
894660,1205299,0
156032,1205299,0
1071936,1205299,0
431833,1205299,0
409370,1205299,0
807378,1205299,0
1394485,1205299,0
1551133,1205299,0
1075719,1205299,0
540173,1205299,0
253856,1205299,0
1433647,1205299,0
808680,1205299,0
1858492,1205299,0
1489640,1205299,0
398628,1205299,0
315931,1205299,0
148662,1205299,0
1747012,1205299,0
723096,1205299,0
417576,1205299,0
210039,1205299,0
1626490,1205299,0
922058,1205299,0
1675517,1205299,0
369993,1205299,0
438722,1205299,0
1486227,1205299,0
1175231,1205299,0
1957758,1205299,0
580029,1205299,0
320857,1205299,0
1934368,1205299,0
398389,1205299,0
1638296,1205299,0
499439,1205299,0
1283757,1205299,0
279558,1205299,0
210086,1205299,0
1617757,1205299,0
997804,1205299,0
927631,1205299,0
114412,1205299,0
418179,1205299,0
1137529,1205299,0
56371,1205299,0
1063912,1205299,0
1831660,1205299,0
1063892,1205299,0
219486,1205299,0
92183,1205299,0
178032,1205299,0
924338,1205299,0
170736,1205299,0
1183074,1205299,0
1312013,1205299,0
1579742,1205299,0
153042,1205299,0
114551,1205299,0
1717843,1205299,0
797785,1205299,0
25850,1205299,0
35773,1205299,0
1093374,1205299,0
1889236,1205299,0
1073806,1205299,0
165957,1205299,0
595900,1205299,0
1704061,1205299,0
635139,1205299,0
2014772,1205299,0
720677,1205299,0
1976922,1205299,0
885169,1205299,0
754804,1205299,0
1575289,1205299,0
1289572,1205299,0
1693199,1205299,0
1489547,1205299,0
782248,1205299,0
